Station	Day	Month	Year	Lat	Long	Gear	Start.Depth	End.Depth	Family	Genus	Species	M.F	Life.Stage	Time.of.Day.	Parent.Jar	Expedition
113	28	5	1927	-54.11666667	-36.4	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa vicina	M	NA	NA	Yes	William_Scoresby
114	28	5	1927	-54	-36.2	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa vicina	M	NA	NA	Yes	William_Scoresby
71	30	5	1926	-43.33333333	-46.03333333	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Early_Discovery
72	1	6	1926	-41.72222222	-42.34444444	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Early_Discovery
74	3	6	1926	-40.51111111	-38.24722222	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
85	23	6	1926	-33.12777778	4.505555556	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Early_Discovery
87	25	6	1926	-33.89583333	9.441666667	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
89	28	6	1926	-34.0875	16.0125	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
102	28	10	1926	-53.48888889	18.56111111	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
103	30	10	1926	-39.06666667	-17.96666667	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
107	4	11	1926	-45.05	17.05	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
117	17	11	1926	-54.34444444	3.8125	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
23	14	3	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
25	14	3	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	Early_Discovery
31	17	3	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	Early_Discovery
35	18	3	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
36	18	3	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
37	18	3	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	Early_Discovery
38	19	3	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
41	28	3	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	Early_Discovery
43	3	4	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
44	3	4	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	Early_Discovery
49	3	5	1926	0	0	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
137	22	12	1926	-54.325	-35.05833333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
138	22	12	1926	-54.28333333	-34.78333333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
19	27	11	1926	-54.00833333	-36.34166667	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	William_Scoresby
21	28	11	1926	-53.75833333	-35.8	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
22	30	11	1926	-53.63333333	-35.58333333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	William_Scoresby
29	19	12	1926	-53.6875	-38.4125	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
31	20	12	1926	-54.86666667	-35.6	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
33	21	12	1926	-54.98333333	-35.4	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
34	21	12	1926	-55.1	-35.18333333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
35	21	12	1926	-55.22083333	-34.98333333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	William_Scoresby
36	22	12	1926	-55.3375	-34.775	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
40	7	1	1927	-55.15	-35.96666667	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
46	8	1	1927	-54.3375	-37.54166667	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	William_Scoresby
48	9	1	1927	-54.4	-38.15	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
49	9	1	1927	-54.46666667	-38.37083333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
50	9	1	1927	-54.50833333	-38.675	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
52	10	1	1927	-54.05833333	-38.58333333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
57	17	1	1927	-53.61666667	-36.85	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
60	17	1	1927	-52.78333333	-37.10833333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	Yes	William_Scoresby
61	18	1	1927	-53.625	-37.10833333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
63	20	1	1927	-53.6	-39.23333333	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
70	22	2	1927	-51.96666667	-55.7	N100	NA	NA	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	William_Scoresby
11	16	2	1926	-50.43333333	-30.45	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	Early_Discovery
14	3	3	1926	0	0	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	Early_Discovery
20	4	3	1926	0	0	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	Early_Discovery
41	28	3	1926	0	0	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	Early_Discovery
132	20	12	1926	-53.86666667	-35.975	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	Early_Discovery
139	2	12	1926	-53.50416667	-35.84583333	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	Early_Discovery
20	28	11	1926	-53.875	-36	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
21	28	11	1926	-53.75833333	-35.8	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
26	18	12	1926	-53.55416667	-37.75416667	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
35	21	12	1926	-55.22083333	-34.98333333	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
61	18	1	1927	-53.625	-37.10833333	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
112	27	5	1927	-53.90833333	-36.1	N70V	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
31	20	12	1926	-54.86666667	-35.6	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
34	21	12	1926	-55.1	-35.18333333	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
35	21	12	1926	-55.22083333	-34.98333333	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	Yes	William_Scoresby
38	22	12	1926	-54.01666667	-35.23333333	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
39	23	12	1926	-54.13333333	-35.71666667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
40	7	1	1927	-55.15	-35.96666667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	Yes	William_Scoresby
41	7	1	1927	-54.54583333	-36.72916667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
42	7	1	1927	-54.69583333	-36.78333333	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	Yes	William_Scoresby
46	8	1	1927	-54.3375	-37.54166667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
47	9	1	1927	-54.36666667	-37.83333333	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	Yes	William_Scoresby
54	12	1	1927	-53.48333333	-37.22916667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
57	17	1	1927	-53.61666667	-36.85	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	Yes	William_Scoresby
68	21	2	1927	-52.88333333	-48.8	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
112	27	5	1927	-53.90833333	-36.1	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
114	28	5	1927	-54	-36.2	N100	NA	NA	Eupausiidae	Thysanoessa	NA	F	NA	NA	No	William_Scoresby
18	26	11	1926	-54.11666667	-36.38333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
38	22	12	1926	-54.01666667	-35.23333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
40	7	1	1927	-55.15	-35.96666667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	William_Scoresby
42	7	1	1927	-54.69583333	-36.78333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	William_Scoresby
47	9	1	1927	-54.36666667	-37.83333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
53	11	1	1927	0	0	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	William_Scoresby
53	11	1	1927	0	0	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	William_Scoresby
57	17	1	1927	-53.61666667	-36.85	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
58	17	1	1927	-53.10416667	-37.10833333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	William_Scoresby
59	17	1	1927	-52.95	-37.10833333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
100	23	4	1927	-50.88333333	-61.43333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
110	26	5	1927	-53.76666667	-35.78333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	William_Scoresby
112	27	5	1927	-53.90833333	-36.1	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
61	18	1	1927	-53.625	-37.10833333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
52	5	5	1926	0	0	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
44	3	4	1926	0	0	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
36	18	3	1926	0	0	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
44	3	4	1926	0	0	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
133	2	12	1926	-53.75833333	-35.775	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
135	21	12	1926	-54.36666667	-35.65	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	Early_Discovery
136	21	12	1926	-54.36666667	-35.35	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
139	2	12	1926	-53.50416667	-35.84583333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
413	21	8	1930	-33.21666667	15.775	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
681	1	5	1931	-21.21666667	-29.92083333	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
685	3	5	1931	-14.47916667	-29.8125	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
687	5	5	1931	-9.783333333	-29.85	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	Yes	Early_Discovery
688	5	5	1931	-9.441666667	-29.84166667	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
689	6	5	1931	-5.995833333	-29.825	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
690	7	5	1931	-3.295833333	-29.9625	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	Yes	Early_Discovery
691	8	5	1931	-0.429166667	-29.93333333	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
692	9	5	1931	0	-30.13333333	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
693	10	5	1931	0	-29.98333333	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
694	10	5	1931	0	-30	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
695	11	5	1931	0	-30.0125	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
696	12	5	1931	0	-30.04583333	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	Yes	Early_Discovery
697	12	5	1931	0	-30.02916667	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
698	13	5	1931	0	-30.125	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
699	14	5	1931	0	-30.0375	TYF	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	Yes	Early_Discovery
434	11	9	1930	-38.4625	31.41666667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
435	1	9	1930	-35.72916667	27.74166667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
437	20	9	1930	-29.98333333	31.78333333	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
439	21	9	1930	-30.2	32.4	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
441	22	9	1930	-31.4	31.2	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
442	22	9	1930	-32.55	29.05416667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
446	9	10	1930	-36.23333333	16.1625	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
448	10	10	1930	-39.05	16.19583333	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
434	11	9	1930	-38.4625	31.41666667	N70B	NA	NA	Eupausiidae	Euphasuia	Euphausia tenera	NA	NA	NA	No	Early_Discovery
517	26	11	1930	-54.7125	-36.6125	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Early_Discovery
518	27	11	1930	-54.96666667	-36.38333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Early_Discovery
519	27	11	1930	-55.21666667	-36.15833333	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Early_Discovery
520	28	11	1930	-55.81666667	-39.12083333	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Early_Discovery
524	29	11	1930	-54.925	-37.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Early_Discovery
525	29	11	1930	-54.60416667	-37.39166667	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Early_Discovery
639	9	3	1931	-61.9625	-51.98333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Early_Discovery
1031	20	11	1932	-56.94	-44.53833333	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Early_Discovery
125	18	12	1926	-53.475	-36.34166667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	Yes	Early_Discovery
129	19	12	1926	-53.475	-37.13333333	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	Yes	Early_Discovery
133	2	12	1926	-53.75833333	-35.775	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	Yes	Early_Discovery
137	22	12	1926	-54.325	-35.05833333	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
150	1	1	1927	-53.875	-36	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
151	16	1	1927	-53.41666667	-35.25	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	Yes	Early_Discovery
21	28	11	1926	-53.75833333	-35.8	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	William_Scoresby
26	18	12	1926	-53.55416667	-37.75416667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	Yes	William_Scoresby
29	19	12	1926	-53.6875	-38.4125	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	William_Scoresby
39	23	12	1926	-54.13333333	-35.71666667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	William_Scoresby
54	12	1	1927	-53.48333333	-37.22916667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	Yes	William_Scoresby
55	12	1	1927	-53.25833333	-37.22916667	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	Yes	William_Scoresby
61	18	1	1927	-53.625	-37.10833333	N100	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	William_Scoresby
765	9	12	1931	-58.18833333	-41.27166667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
766	10	12	1931	-58.85	-36.9	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
767	11	12	1931	-57.04333333	-36.78666667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
768	11	12	1931	-56.34333333	-36.57833333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	Yes	Early_Discovery
769	12	12	1931	-55.25666667	-36.27333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	Yes	Early_Discovery
799	8	1	1932	-54.72833333	-24.5	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
801	9	1	1932	-54.44	-21.185	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
803	10	1	1932	-53.41166667	-22.31833333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
831	2	2	1932	-53.32166667	-39.535	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
851	17	4	1932	-56.36833333	37.37166667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
865	1	5	1932	-52.80666667	94.93333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1016	8	11	1932	-57.31666667	-56.33166667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1025	17	11	1932	-50.305	-47.20666667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1096	30	1	1933	-61.03666667	-48.45166667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1028	19	11	1932	-52.92	-44.63666667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1031	20	11	1932	-56.94	-44.53833333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1032	21	11	1932	-58.48333333	-44.57333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1033	21	11	1932	-59.63666667	-44.51333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1052	2	12	1932	-52.16833333	-33.37	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	Yes	Early_Discovery
1053	3	12	1932	-51.15666667	-34.58833333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	Yes	Early_Discovery
1056	4	12	1932	-50.3	-37.075	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	Yes	Early_Discovery
1025	17	11	1932	-50.305	-47.20666667	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	No	Early_Discovery
1053	3	12	1932	-51.15666667	-34.58833333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	Yes	Early_Discovery
1057	5	12	1932	-51.91666667	-36.86	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	Juvenile	NA	Yes	Early_Discovery
1346	23	4	1934	-55.415	-22.95166667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
1352	28	4	1934	-60.075	-8.108333333	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	Early_Discovery
1350	26	4	1934	-61.325	-21.65166667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	Early_Discovery
1353	30	4	1934	-59.42833333	3.501666667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
1351	27	4	1934	-60.31	-14.23	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	Early_Discovery
1357	4	5	1934	-61.395	24.20333333	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
661	2	4	1931	-57.6	-29.90833333	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
662	3	4	1931	-55.93333333	-29.95	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
663	5	4	1931	-53.5	-30.16666667	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	Yes	Early_Discovery
665	17	4	1931	-51.69166667	-29.97916667	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
666	1	4	1931	-49.97916667	-29.875	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
667	18	4	1931	-48.1625	-29.99166667	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
670	22	4	1931	-44.86666667	-30.28333333	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
671	2	4	1931	-43.13333333	-30.2625	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
673	2	4	1931	-38.175	-30.17083333	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
674	25	4	1931	-35.975	-29.93333333	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
676	26	4	1931	-33.72916667	-29.87916667	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
698	13	5	1931	0	-30.125	TYFB	NA	NA	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	Early_Discovery
461A	21	10	1930	-56.73333333	-2.395833333	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	Yes	Early_Discovery
461B	21	10	1930	-56.73333333	-2.383333333	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	Yes	Early_Discovery
461C	2	10	1930	-56.73333333	-2.366666667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	Yes	Early_Discovery
461D	22	10	1930	-56.68333333	-2.4	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	Yes	Early_Discovery
461E	22	10	1930	-56.68333333	-2.4	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	No	Early_Discovery
461F	22	10	1930	-56.73333333	-2.366666667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	Yes	Early_Discovery
612	10	2	1931	-62.7	-57.16666667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	No	Early_Discovery
614	12	2	1931	-60.12916667	-48.3375	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	No	Early_Discovery
618	18	2	1931	-59.7125	-43.9625	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	No	Early_Discovery
620	19	2	1931	-59.2	-40.39166667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	No	Early_Discovery
622	20	2	1931	-59.09166667	-36.41666667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	No	Early_Discovery
