Station	Day	Month	Year	Lat	Long	Gear	Start.Depth	End.Depth	Family	Genus	Species	M.F	Life.Stage	Time.of.Day.	Parent.Jar	Expedition
828133	18	3	1973	31.5033	-63.3433	RMT8	2000	1490	Eupausiidae	Thysanopoda	Thysanopoda cornuta	F	Adult	Night	No	Late_Discovery
5060703	7	7	1979	51.0533	-14.2367	RMT8	655	680	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
828116	15	3	1973	32.0733	-63.695	RMT8	200	102	Eupausiidae	Stylocheiron	Stylocheiron abbreviatum	F	Adult	Night	No	Late_Discovery
850817	14	4	1974	44.045	-12.7817	RMT1	612	590	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
6620	2	2	1968	NA	NA	TMT85	30	40	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4740	19	9	1961	NA	NA	1KMT	2500	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
1010901	6	9	1979	49.3317	-12.4117	RMT1	1000	1100	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
785625	3	4	1972	29.8933	-22.9933	RMT8	50	25	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
740615	3	10	1970	40.015	-20.225	RMT1	50	25	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
785637	3	4	1972	30.0217	-22.98	RMT8	100	50	Eupausiidae	Euphasuia	Euphausia hemigibba	F	Adult	Night	No	Late_Discovery
785638	3	4	1972	29.9233	-22.955	RMT8	50	25	Eupausiidae	Euphasuia	Euphausia hemigibba	F	Adult	Night	No	Late_Discovery
740606	2	10	1970	39.96	-20.3033	RMT1	1000	910	NA	NA	NA	NA	NA	Night	Yes	Late_Discovery
740611	2	10	1970	39.8833	-20.2683	RMT1	900	810	NA	NA	NA	NA	NA	Night	Yes	Late_Discovery
828145	21	3	1973	31.77	-63.9283	RMT8	2500	2005	Eupausiidae	Thysanopoda	Thysanopoda cornuta	F	Adult	NA	No	Late_Discovery
950403	30	3	1977	22.9267	-17.4417	LNHS/18	4	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
666229	19	2	1968	10.795	-19.9733	TMT85	205	100	NA	NA	NA	NA	NA	Day	No	Late_Discovery
740607	2	10	1970	40.05	-20.3467	RMT1	900	760	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
740627	5	10	1970	40.025	-20.01	RMT1	900	810	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
785614	2	4	1972	29.8367	-23.02	RMT1	700	600	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
975501	9	4	1978	50.91	-12.3567	RMT8	50	500	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
66	18	2	1927	-42.05833333	-42.05833333	N75H	NA	NA	NA	NA	NA	NA	NA	NA	No	William_Scoresby
950402	30	3	1977	22.9	-17.6233	LNHS/18	4	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
1010902	6	9	1979	49.31	-12.4567	RMT1	1110	1150	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
827100	2	3	1973	31.98	-39.16	RMT8	0	1000	NA	NA	NA	NA	NA	NA	No	Late_Discovery
850859	18	4	1974	44.11	-12.7283	RMT8	460	440	Eupausiidae	Nematobrachion	Nematobrachion boopis	F	Adult	NA	No	Late_Discovery
850819	14	4	1974	44.0283	-12.765	RMT1	610	590	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
855903	26	7	1974	-0.235	-22.8	RMT8	28	10	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
828134	18	3	1973	31.6933	-63.565	RMT1	300	208	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
785607	1	4	1972	29.8517	-23.0467	RMT1	895	800	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
785680	8	4	1972	29.98	-23.2883	RMT1	3000	2010	Eupausiidae	Bentheuphausia	Bentheuphausia amblyops	NA	NA	NA	No	Late_Discovery
780317	22	2	1972	17.7333	-24.9033	RMT8	600	500	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
802	3	1	1932	-61.33333333	-61.33333333	NA	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	William_Scoresby
829	31	1	1932	-63.225	-63.225	NA	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	William_Scoresby
785622	3	4	1972	29.73	-22.9567	RMT8	200	100	Eupausiidae	Thysanopoda	Thysanopoda aequalis	F	Adult	Night	No	Late_Discovery
770907	26	4	1971	60.0417	-20.0167	RMT1	500	410	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
740624	4	10	1970	39.965	-19.95	RMT8	700	610	Eupausiidae	Hansarsia	Hansarsia megalops	M	NA	NA	No	Late_Discovery
770960	1	5	1971	60.0467	-19.58	RMT1	9	0	NA	NA	NA	NA	NA	Day	Yes	Late_Discovery
785602	31	3	1972	29.9683	-23.015	RMT8	505	405	Eupausiidae	Hansarsia	Hansarsia microps	F	Adult	Day	No	Late_Discovery
770924	28	4	1971	60.035	-20.0083	RMT1	995	910	NA	NA	NA	NA	NA	Day	Yes 	Late_Discovery
770959	1	5	1971	60.0683	-19.6167	RMT1	25	10	NA	NA	NA	NA	NA	Day	Yes	Late_Discovery
NA	17	2	1979	NA	NA	ENGINEFILTERS	NA	NA	NA	NA	NA	NA	NA	NA	No	NA
NA	21	3	1979	NA	NA	ENGINEFILTERS	NA	NA	NA	NA	NA	NA	NA	NA	No	NA
1104001	2	4	1984	39.65	-14.6617	RMT8M/1	500	600	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
NA	16	3	1979	NA	NA	ENGINEFILTERS	NA	NA	NA	NA	NA	NA	NA	NA	No	NA
740629	5	10	1970	40.01	-20.015	RMT8	900	805	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
827200	3	3	1973	31.815	-43.5683	RMT8	0	1000	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
740641	10	10	1970	40.005	-20.1133	RMT1	1500	1260	NA	NA	NA	NA	NA	Night	Yes	Late_Discovery
1104203	2	4	1984	39.6367	-14.9267	RMT8M/3	400	510	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
NA	20	3	1979	NA	NA	ENGINEFILTERS	NA	NA	NA	NA	NA	NA	NA	NA	No	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA
785622	3	4	1972	29.73	-22.9567	RMT8	200	100	Eupausiidae	Euphasuia	Euphausia hemigibba	M	Adult	Night	No	Late_Discovery
770929	29	4	1971	60.26	-20.0217	RMT1	400	300	Eupausiidae	Thysanoessa	Thysanoessa longicaudata	F	Adult	Night	No	Late_Discovery
706601	28	10	1969	19.2867	-24.4833	RMT8	1000	0	Eupausiidae	Hansarsia	Hansarsia microps	NA	NA	NA	No	Late_Discovery
740619	4	10	1970	39.99	-20.19	RMT8	27	10	Eupausiidae	Euphasuia	Euphausia krohnii	NA	Adolescent	NA	No	Late_Discovery
1541	26	2	1935	-64.44333333	39.295	N100B	86	0	Eupausiidae	Euphasuia	Euphausia superba	F	Adult	NA	No	Early_Discovery
771101	16	5	1971	52.9567	-20.0617	RMT8	1000	900	NA	NA	NA	NA	NA	Day	Yes	Late_Discovery
3482	29	9	1956	NA	NA	1KMT	3000	0	Eupausiidae	Thysanopoda	Thysanopoda cornuta	NA	NA	NA	No	NA
1010503	31	8	1979	54.5267	-12.595	RMT8	1290	1500	NA	Thysanopoda	Thysanopoda acutifrons	M	Adult	NA	No	Late_Discovery
850815	14	4	1974	44.05	-12.7617	RMT1	610	590	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
785613	1	4	1972	29.945	-23.0083	RMT1	800	700	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
954113	17	4	1977	20.01	-21.3167	RMT8	405	60	Eupausiidae	Euphasuia	Euphausia americana	F	Adult	NA	No	Late_Discovery
785657	6	4	1972	30.02	-23.095	RMT1	2020	1500	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
8050	4	8	1972	NA	NA	OXFAM	0	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
785602	31	3	1972	29.9683	-23.015	RMT1	505	405	Eupausiidae	Euphasuia	Euphausia hemigibba	F	Adult	Day	No	Late_Discovery
850870	19	4	1974	44.2833	-12.8167	RMT8	500	400	Eupausiidae	Nematobrachion	Nematobrachion boopis	F	Adult	Day	No	Late_Discovery
527	30	3	1930	-54.15416667	-34.49166667	N70B	119	0	NA	NA	NA	NA	NA	NA	No	Early_Discovery
666230	19	2	1968	10.79	-19.8783	TMT85	795	735	NA	NA	NA	NA	NA	Day	No	Late_Discovery
850764	8	4	1974	43.9233	-12.815	RMT1	500	405	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
850755	7	4	1974	44.05	-12.78	RMT8	110	90	Eupausiidae	Meganyctiphanes	Meganyctiphanes norvegica	M	Adult	NA	No	Late_Discovery
740639	9	10	1970	40.215	-20.25	RMT8	10	0	Eupausiidae	Stylocheiron	Stylocheiron elongatum	NA	NA	Day	No	Late_Discovery
785652	5	4	1972	29.9433	-23.0883	RMT1	1500	1250	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
770974	5	5	1971	60.0367	-19.3717	RMT1	400	310	NA	NA	NA	NA	NA	Day	Yes	Late_Discovery
785602	31	3	1972	29.9683	-23.015	RMT1	505	405	Eupausiidae	Euphasuia	Euphausia hemigibba	M	Adult	Day	No	Late_Discovery
850738	6	4	1974	44.03	-12.765	RMT8	110	90	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
853201	4	7	1974	13.7967	-18.2333	BN1.5/3F	3113	3119	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
950405	30	3	1977	22.92	-17.1817	LNHS/18	4	NA	Eupausiidae	Euphasuia	Euphausia krohnii	NA	NA	NA	Yes	Late_Discovery
996612	18	2	1979	-68.4383	24.095	RMT8	290	380	Eupausiidae	Thysanoessa	Thysanoessa macrura	F	Adult	NA	No	Late_Discovery
666215	16	2	1968	10.95	-19.9433	TMT85	695	600	NA	NA	NA	NA	NA	Day	No	Late_Discovery
850743	6	4	1974	44	-12.8433	RMT1	112	95	Eupausiidae	Meganyctiphanes	Meganyctiphanes norvegica	NA	NA	NA	No	Late_Discovery
782419	8	3	1972	10.8883	-19.9283	RMT1	1250	1000	NA	NA	NA	NA	NA	Day	Yes	Late_Discovery
850743	6	4	1974	44	-12.8433	RMT8	112	95	Eupausiidae	Meganyctiphanes	Meganyctiphanes norvegica	M	Adult	NA	No	Late_Discovery
850745	7	4	1974	44.0383	-12.7533	RMT1	110	92	Eupausiidae	Meganyctiphanes	Meganyctiphanes norvegica	NA	NA	NA	No	Late_Discovery
740642	10	10	1970	39.9883	-20.09	RMT1	10	0	Eupausiidae	Euphasuia	Euphausia krohnii	M	Adult	Night	No	Late_Discovery
747801	6	11	1970	40.18	-19.9817	RMT1	2000	1550	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
856001	27	7	1974	0.0967	-22.9717	RMT8	1250	1005	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
828149	22	3	1973	31.7883	-63.8883	RMT1	510	490	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
770944	30	4	1971	60.1267	-19.6583	RMT1	1500	1250	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
850745	7	4	1974	44.0383	-12.7533	RMT8	110	92	Eupausiidae	Meganyctiphanes	Meganyctiphanes norvegica	M	Adult	NA	No	Late_Discovery
850739	6	4	1974	44.0417	-12.73	RMT8	110	95	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
666220	17	2	1968	10.9583	-19.8167	TMT85	900	810	NA	NA	NA	NA	NA	Day	No	Late_Discovery
785648	4	4	1972	29.8117	-23.0083	RMT1	1250	1005	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
785616	2	4	1972	29.975	-23.0267	RMT8	600	500	Eupausiidae	Hansarsia	Hansarsia microps	F	Adult	Day	No	Late_Discovery
666234	20	2	1968	10.7717	-19.9533	TMT85	1040	900	NA	NA	NA	NA	NA	Day 	No	Late_Discovery
828136	19	3	1973	31.87	-63.6733	RMT1	780	810	Eupausiidae	NA	NA	NA	NA	Night	No	Late_Discovery
708914	14	11	1969	17.8533	-25.445	RMT1H	1020	910	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
782466	13	3	1972	10.8933	-19.9767	RMT8	100	0	Eupausiidae	Stylocheiron	Stylocheiron abbreviatum	F	Adult	Day	No	Late_Discovery
747802	6	11	1970	40.0317	-19.9317	RMT8	700	605	Eupausiidae	Hansarsia	Hansarsia megalops	M	NA	NA	No	Late_Discovery
1037643	30	5	1981	33.3	-33.215	RMT8M/3	1498	1600	Eupausiidae	Thysanopoda	Thysanopoda cornuta	NA	Adolescent	NA	No	Late_Discovery
669508	14	3	1968	NA	NA	TMT85	700	810	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
6675	2	3	1968	NA	NA	TMT85	1000	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
708923	16	11	1969	17.6783	-25.3283	RMT8	200	110	Eupausiidae	Hansarsia	Hansarsia atlantica	F	Adult	NA	No	Late_Discovery
707201	30	10	1969	20.4	-25.5333	RMT8B	1000	0	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
666214	16	2	1968	10.9383	-19.9733	TMT85	500	400	NA	NA	NA	NA	NA	Night	No	Late_Discovery
4962	29	6	1962	NA	NA	1KMT	150	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
708929	17	11	1969	17.8833	-25.4517	RMT1	400	305	NA	NA	NA	NA	NA	Day	Yes	Late_Discovery
708931	17	11	1969	17.8667	-25.4817	RMT1	20	10	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
706001	26	10	1969	20.54	-22.6483	RMT1B	1000	0	NA	NA	NA	NA	NA	NA	No	Late_Discovery
978502	26	4	1978	47.9967	-12.9917	RMT8	10	1000	Eupausiidae	NA	NA	NA	NA	Night	No	Late_Discovery
6411	5	8	1967	NA	NA	EMT	470	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4951	17	6	1962	NA	NA	1KMT	120	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
WH102	6	8	1976	NA	NA	NH	1600	2000	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
4254	22	9	1959	NA	NA	TY7 	170	 	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4925	2	6	1962	NA	NA	1KMT	520	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
999808	20	3	1979	-57.6917	22.6683	RMT8	930	990	Eupausiidae	Thysanoessa	Thysanoessa macrura	F	Adult	NA	No	Late_Discovery
1359	6	5	1934	-63.75333333	36.685	N100H	5	0	Eupausiidae	Euphasuia	Euphausia superba	M	NA	NA	No	Early_Discovery
549	21	12	1930	-63.0125	-61.275	N100B	115	0	Eupausiidae	Euphasuia	Euphausia superba	F	NA	NA	No	Early_Discovery
2814	22	2	1951	-63.13333333	98.23333333	N100B	77	0	NA	NA	NA	NA	NA	NA	No	Early_Discovery
5515	11	12	1927	NA	NA	N100B	104	0	Eupausiidae	Euphasuia	Euphausia crystallorophias	NA	NA	NA	No	NA
643	10	3	1931	-61.74166667	-56.11666667	N70B	93	0	Eupausiidae	Euphasuia	Euphausia superba	F	NA	NA	No	Early_Discovery
2739	13	11	1950	-52.65	-152	N100B	183	0	Eupausiidae	Euphasuia	NA	NA	Juvenile	NA	No	Early_Discovery
627	23	2	1931	-56.89583333	-23.79166667	N100B	118	0	NA	NA	NA	NA	NA	NA	No	Early_Discovery
2592	27	2	1939	-59.51166667	0.393333333	N100H	5	0	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
2318	15	4	1938	-58.97833333	1	N100H	5	0	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
2741	15	11	1950	-57.36666667	-150.9333333	N100B	155	0	Eupausiidae	Thysanoessa	Thysanoessa macrura	NA	NA	NA	No	Early_Discovery
125	18	12	1926	-53.475	-36.34166667	N100H	70	NA	Eupausiidae	Euphasuia	Euphausia frigida	NA	NA	NA	No	Early_Discovery
1781	2	6	1936	0	0	N100B	128	0	Eupausiidae	Euphasuia	Euphausia superba	F	NA	NA	No	Early_Discovery
198	4	4	1927	-62.63333333	-58.06666667	N100H	76	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
612	10	2	1931	-62.7	-57.16666667	N100B	160	0	Eupausiidae	Euphasuia	Euphausia superba	M	NA	NA	No	Early_Discovery
373	22	1	1929	-35.66666667	-35.66666667	N100B	70	0	Eupausiidae	Euphasuia	Euphausia superba	M	NA	NA	No	William_Scoresby
1713	22	3	1936	-65.015	118.5816667	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	Early_Discovery
1717	24	3	1936	-63.71166667	108.25	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
1720	26	3	1936	-63.985	100.185	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	Yes	Early_Discovery
1722	28	3	1936	-61.245	102.0516667	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
1037633	29	5	1981	33.1533	-33.4783	RMT8	NA	NA	Eupausiidae	Hansarsia	Hansarsia microps	F	NA	NA	No	Late_Discovery
448	10	10	1930	-39.05	16.19583333	N70B	NA	NA	Eupausiidae	Nematobrachion	NA	NA	Larvae	NA	No	Early_Discovery
1179417	24	6	1988	47.308	-19.5163	RMT1M/1	500	600	NA	NA	NA	NA	NA	NA	No	Late_Discovery
492	18	11	1930	-53.2125	-37.07083333	N100B	148	0	Eupausiidae	Euphasuia	Euphausia superba	M	NA	NA	No	Early_Discovery
549	22	12	1930	-63.0125	-61.275	N70B	145	0	Eupausiidae	Euphasuia	Euphausia superba	M	NA	NA	No	Early_Discovery
540	27	1	1932	-21.35	-21.35	N100B	2	3	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
354	9	2	1930	-54.25833333	-34.79166667	N100B	96	0	NA	NA	NA	M	NA	NA	No	Early_Discovery
2168	10	1	1938	-63.485	115.4466667	N100H	5	0	NA	NA	NA	NA	NA	NA	No	Early_Discovery
4	30	9	1926	18.16666667	18.16666667	N100	0	10	NA	NA	NA	NA	NA	NA	No	William_Scoresby
51	9	1	1927	-38.95	-38.95	N70H	119	NA	Eupausiidae	Thysanoessa	Thysanoessa vicina	M	Adult	NA	Yes	William_Scoresby
107	25	4	1927	-65.48333333	-65.48333333	N75H	NA	NA	NA	NA	NA	NA	NA	NA	No	William_Scoresby
106	24	4	1927	-65	-65	N70H	NA	NA	NA	NA	NA	NA	NA	NA	No	William_Scoresby
11	16	2	1926	-50.43333333	-30.45	N70H	250	100	NA	NA	NA	NA	Larvae	NA	No	Early_Discovery
5818	15	11	1965	NA	NA	N70V	280	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
42	7	1	1927	-36.78333333	-36.78333333	N70V	170	100	Eupausiidae	Euphasuia	NA	NA	Larvae	NA	No	William_Scoresby
540	19	12	1930	-62.10416667	-55.14166667	N70B	NA	NA	Eupausiidae	Euphasuia	NA	NA	Larvae	NA	No	Early_Discovery
31	17	3	1926	0	0	N100H	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
537	19	12	1930	-61.125	-54.43333333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
580	10	1	1931	-67.69166667	-75.94166667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	F	NA	NA	No	Early_Discovery
2014	23	3	1937	-61.775	0.585	N100H	0	5	NA	NA	NA	NA	NA	NA	No	Early_Discovery
1775	27	5	1936	-44.67166667	0.558333333	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Early_Discovery
1782	3	6	1936	0	0	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
2495	1	12	1938	-47.18666667	1.291666667	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
2496	2	12	1938	-50.345	1.055	N70V	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
614	12	2	1931	-60.12916667	-48.3375	N50V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
618	18	2	1931	-59.7125	-43.9625	N70B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
620	19	2	1931	-59.2	-40.39166667	N70B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
765	9	12	1931	-58.18833333	-41.27166667	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
854	20	4	1932	-63.50333333	46.415	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
855	20	4	1932	-65.25	48.72833333	N100B	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	Yes	Early_Discovery
1057	5	12	1932	-51.91666667	-36.86	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
26	14	3	1926	0	0	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	Yes	Early_Discovery
37	18	3	1926	0	0	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
44	3	4	1926	0	0	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
128	19	12	1926	-53.64166667	-37.13333333	N100	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
4669	20	8	1961	NA	NA	1KMT	NA	NA	Eupausiidae	NA	NA	NA	Larvae	NA	Yes	NA
780301	19	2	1972	18.03	-25.0367	RMT8	NA	NA	NA	NA	NA	NA	NA	NA	No	Late_Discovery
782432	9	3	1972	10.8317	-19.9217	RMT8	NA	NA	NA	NA	NA	NA	NA	NA	No	Late_Discovery
782430	9	3	1972	10.9117	-20.05	RMT8	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA
NA	24	8	1969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	William_Scoresby
708914	14	11	1969	17.8533	-25.445	N113H	1020	910	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
2683	20	6	1950	-0.9	90	N100B	NA	NA	Eupausiidae	Hansarsia	NA	NA	NA	NA	No	Early_Discovery
17	4	3	1926	0	0	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
133	2	12	1926	-53.75833333	-35.775	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
137	22	12	1926	-54.325	-35.05833333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
161	14	2	1927	-57.35555556	-46.725	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
210	1	4	1927	-62.78333333	-62.16666667	N70H	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Larvae	NA	No	Early_Discovery
6686	6	3	1968	NA	NA	N113B	1000	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
180	11	3	1927	0	0	OTL	160	330	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
619302	20	9	1966	NA	NA	N113H	105	70	Eupausiidae	NA	NA	NA	NA	NA	No	NA
705901	26	10	1969	21.1683	-22.1967	RMT1B	1000	0	NA	NA	NA	NA	NA	NA	No	Late_Discovery
4960	27	6	1962	NA	NA	1KMT	550	0	NA	NA	NA	NA	NA	NA	No	NA
3482	29	9	1956	NA	NA	1KMTB	3000	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
669502	13	3	1968	NA	NA	TMT85	500	400	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	No	Early_Discovery
2745	17	11	1950	-60.1	-151.9666667	N100B	159	0	Eupausiidae	Thysanoessa	NA	NA	NA	NA	No	#REF!
4670	21	8	1961	NA	NA	1KMT	950	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
708913	14	11	1969	17.8117	-25.4783	RMT8	600	515	Eupausiidae	Hansarsia	Hansarsia atlantica	F	Adult	NA	No	Late_Discovery
4024	15	3	1959	NA	NA	BCMT	1100	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
106	24	4	1927	-65	-65	N70H	82	NA	NA	NA	NA	NA	NA	NA	No	William_Scoresby
2743	16	11	1950	-59.58333333	150.8	N100B	97	0	Eupausiidae	NA	NA	NA	Larvae	NA	No	Early_Discovery
828101	16	3	1973	31.9217	-63.8667	RMT8	25	0	Eupausiidae	Nematobrachion	Nematobrachion flexipes	NA	NA	NA	No	Late_Discovery
2886	9	10	1951	-29.96666667	90	N100B	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
827500	5	3	1973	32.0967	-50.6867	RMT8	0	1000	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
2745	17	11	1950	-60.1	-151.9666667	N100H	0	0	Eupausiidae	NA	NA	NA	Larvae	NA	No	Early_Discovery
345	9	2	1930	-55.33333333	-34.79166667	N100B	96	0	Eupausiidae	Euphasuia	Euphausia superba	F	NA	NA	No	Early_Discovery
1037633	29	5	1981	33.1533	-33.4783	RMT8	NA	NA	Eupausiidae	Stylocheiron	NA	F	NA	NA	No	Late_Discovery
619301	19	11	1966	NA	NA	1KMTB	515	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
1037625	28	5	1981	32.86	-33.2883	RMT8M/1	1095	1205	NA	NA	NA	NA	NA	NA	No	Late_Discovery
708915	14	11	1969	17.9167	-25.405	RMT1	785	700	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
2889	12	10	1951	-19.58333333	90.01666667	N100B	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
2889	12	10	1951	-19.58333333	90.01666667	N100H	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
708908	13	11	1969	17.7833	-25.325	RMT1	1010	900	NA	NA	NA	NA	NA	NA	Yes	Late_Discovery
740618	3	10	1970	40.0433	-20.1683	RMT1	790	700	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
6122	19	10	1966	NA	NA	EMT	510	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
2690	2	6	1950	-26.4	89.9	N100B	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
2690	2	6	1950	-26.4	89.9	N100H	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Early_Discovery
